店舗,機種名,End_Digit,稼働日数,集計数,平均差枚数,平均回転数,勝率
KYORAKU妙音通,パチスロ からくりサーカス,5.0,50,376,281.61968085106383,3406.747340425532,0.32978723404255317
KYORAKU妙音通,パチスロ からくりサーカス,6.0,51,389,35.73521850899743,2524.115681233933,0.2647814910025707
KYORAKU妙音通,パチスロ からくりサーカス,7.0,51,389,56.660668380462724,2448.547557840617,0.2647814910025707
KYORAKU妙音通,パチスロ からくりサーカス,8.0,51,389,-9.370179948586118,3203.879177377892,0.3161953727506427
KYORAKU妙音通,パチスロ からくりサーカス,9.0,49,372,534.3629032258065,4553.752688172043,0.4112903225806452
KYORAKU妙音通,パチスロ アイドルマスター ミリオンライブ!,0.0,15,45,-158.57777777777778,1112.3333333333333,0.2222222222222222
KYORAKU妙音通,パチスロ アイドルマスター ミリオンライブ!,1.0,19,57,-64.9298245614035,1237.5438596491229,0.17543859649122806
KYORAKU妙音通,パチスロ アイドルマスター ミリオンライブ!,2.0,15,45,-181.42222222222222,1290.3555555555556,0.2
KYORAKU妙音通,パチスロ アイドルマスター ミリオンライブ!,3.0,15,45,76.2,1604.6666666666667,0.35555555555555557
KYORAKU妙音通,パチスロ アイドルマスター ミリオンライブ!,4.0,15,45,361.22222222222223,1597.911111111111,0.26666666666666666
KYORAKU妙音通,パチスロ アイドルマスター ミリオンライブ!,5.0,15,45,-280.3333333333333,1503.5111111111112,0.4666666666666667
KYORAKU妙音通,パチスロ アイドルマスター ミリオンライブ!,6.0,15,45,-109.73333333333333,1194.3111111111111,0.2
KYORAKU妙音通,パチスロ アイドルマスター ミリオンライブ!,7.0,15,45,174.93333333333334,1350.2666666666667,0.28888888888888886
KYORAKU妙音通,パチスロ アイドルマスター ミリオンライブ!,8.0,15,45,-222.0888888888889,989.2444444444444,0.15555555555555556
KYORAKU妙音通,パチスロ アイドルマスター ミリオンライブ!,9.0,15,45,-323.75555555555553,1553.5111111111112,0.15555555555555556
KYORAKU妙音通,パチスロ コードギアス 反逆のルルーシュ3 C.C.&Kallen ver.,0.0,8,16,-18.375,1098.625,0.375
KYORAKU妙音通,パチスロ コードギアス 反逆のルルーシュ3 C.C.&Kallen ver.,1.0,12,24,-92.625,1348.5,0.25
KYORAKU妙音通,パチスロ コードギアス 反逆のルルーシュ3 C.C.&Kallen ver.,2.0,10,20,195.3,1800.9,0.4
KYORAKU妙音通,パチスロ コードギアス 反逆のルルーシュ3 C.C.&Kallen ver.,3.0,9,18,267.44444444444446,1225.888888888889,0.3888888888888889
KYORAKU妙音通,パチスロ コードギアス 反逆のルルーシュ3 C.C.&Kallen ver.,4.0,9,18,64.5,1725.5555555555557,0.3888888888888889
KYORAKU妙音通,パチスロ コードギアス 反逆のルルーシュ3 C.C.&Kallen ver.,5.0,9,18,26.38888888888889,2266.8888888888887,0.5
KYORAKU妙音通,パチスロ コードギアス 反逆のルルーシュ3 C.C.&Kallen ver.,6.0,9,18,-33.333333333333336,728.8888888888889,0.3333333333333333
KYORAKU妙音通,パチスロ コードギアス 反逆のルルーシュ3 C.C.&Kallen ver.,7.0,9,18,88.66666666666667,1513.888888888889,0.3333333333333333
KYORAKU妙音通,パチスロ コードギアス 反逆のルルーシュ3 C.C.&Kallen ver.,8.0,9,18,132.44444444444446,1187.7222222222222,0.3888888888888889
KYORAKU妙音通,パチスロ コードギアス 反逆のルルーシュ3 C.C.&Kallen ver.,9.0,8,16,-75.0,1695.8125,0.25
KYORAKU妙音通,パチスロ バイオハザード RE:2,0.0,14,42,-124.0952380952381,700.547619047619,0.2619047619047619
KYORAKU妙音通,パチスロ バイオハザード RE:2,1.0,19,57,-249.33333333333334,794.6842105263158,0.19298245614035087
KYORAKU妙音通,パチスロ バイオハザード RE:2,2.0,16,48,101.39583333333333,1552.5208333333333,0.375
KYORAKU妙音通,パチスロ バイオハザード RE:2,3.0,16,48,-23.854166666666668,705.4375,0.2708333333333333
KYORAKU妙音通,パチスロ バイオハザード RE:2,4.0,16,48,127.4375,931.5833333333334,0.2708333333333333
KYORAKU妙音通,パチスロ バイオハザード RE:2,5.0,16,48,-55.25,1285.6666666666667,0.2708333333333333
KYORAKU妙音通,パチスロ バイオハザード RE:2,6.0,16,48,-158.14583333333334,699.9791666666666,0.125
KYORAKU妙音通,パチスロ バイオハザード RE:2,7.0,15,45,-147.22222222222223,681.8,0.15555555555555556
KYORAKU妙音通,パチスロ バイオハザード RE:2,8.0,15,45,-330.2888888888889,1360.0,0.17777777777777778
KYORAKU妙音通,パチスロ バイオハザード RE:2,9.0,14,42,-124.52380952380952,1682.9761904761904,0.3333333333333333
KYORAKU妙音通,パチスロ モンキーターンIV,0.0,7,7,-325.2857142857143,555.4285714285714,0.0
KYORAKU妙音通,パチスロ モンキーターンIV,1.0,10,10,-136.5,498.6,0.3
KYORAKU妙音通,パチスロ モンキーターンIV,2.0,8,8,1.5,415.625,0.25
KYORAKU妙音通,パチスロ モンキーターンIV,3.0,8,8,210.625,716.625,0.25
KYORAKU妙音通,パチスロ モンキーターンIV,4.0,8,8,-25.0,611.0,0.25
KYORAKU妙音通,パチスロ モンキーターンIV,5.0,8,8,-17.125,719.625,0.375
KYORAKU妙音通,パチスロ モンキーターンIV,6.0,8,8,113.75,536.625,0.375
KYORAKU妙音通,パチスロ モンキーターンIV,7.0,7,7,176.85714285714286,1015.0,0.2857142857142857
KYORAKU妙音通,パチスロ モンキーターンIV,8.0,7,7,-334.7142857142857,806.4285714285714,0.14285714285714285
KYORAKU妙音通,パチスロ モンキーターンIV,9.0,7,7,-627.7142857142857,1001.7142857142857,0.14285714285714285
KYORAKU妙音通,パチスロ モンスターハンターワールド:アイスボーンTM,0.0,14,43,139.32558139534885,1196.2093023255813,0.2558139534883721
KYORAKU妙音通,パチスロ モンスターハンターワールド:アイスボーンTM,1.0,19,60,70.03333333333333,1103.6,0.18333333333333332
KYORAKU妙音通,パチスロ モンスターハンターワールド:アイスボーンTM,2.0,16,50,-219.34,808.64,0.12
KYORAKU妙音通,パチスロ モンスターハンターワールド:アイスボーンTM,3.0,16,48,-70.4375,685.25,0.22916666666666666
KYORAKU妙音通,パチスロ モンスターハンターワールド:アイスボーンTM,4.0,16,48,-16.4375,1364.75,0.375
KYORAKU妙音通,パチスロ モンスターハンターワールド:アイスボーンTM,5.0,16,48,-280.75,1550.6458333333333,0.20833333333333334
KYORAKU妙音通,パチスロ モンスターハンターワールド:アイスボーンTM,6.0,16,48,71.125,686.5,0.22916666666666666
KYORAKU妙音通,パチスロ モンスターハンターワールド:アイスボーンTM,7.0,15,47,-98.63829787234043,696.1063829787234,0.14893617021276595
KYORAKU妙音通,パチスロ モンスターハンターワールド:アイスボーンTM,8.0,15,47,106.72340425531915,716.3617021276596,0.3191489361702128
KYORAKU妙音通,パチスロ モンスターハンターワールド:アイスボーンTM,9.0,14,43,-200.34883720930233,1763.6046511627908,0.32558139534883723
KYORAKU妙音通,パチスロ 新鬼武者2,0.0,17,34,388.97058823529414,1215.0294117647059,0.3235294117647059
KYORAKU妙音通,パチスロ 新鬼武者2,1.0,23,46,-226.7391304347826,968.9130434782609,0.21739130434782608
KYORAKU妙音通,パチスロ 新鬼武者2,2.0,18,36,72.16666666666667,1645.0277777777778,0.3888888888888889
KYORAKU妙音通,パチスロ 新鬼武者2,3.0,18,36,4.861111111111111,1278.7222222222222,0.3611111111111111
KYORAKU妙音通,パチスロ 新鬼武者2,4.0,18,36,-49.138888888888886,1231.0833333333333,0.2777777777777778
KYORAKU妙音通,パチスロ 新鬼武者2,5.0,18,36,25.944444444444443,1881.3333333333333,0.4166666666666667
KYORAKU妙音通,パチスロ 新鬼武者2,6.0,18,36,125.77777777777777,1117.0833333333333,0.19444444444444445
KYORAKU妙音通,パチスロ 新鬼武者2,7.0,18,36,115.05555555555556,1320.1944444444443,0.3611111111111111
KYORAKU妙音通,パチスロ 新鬼武者2,8.0,18,36,-58.19444444444444,1387.638888888889,0.25
KYORAKU妙音通,パチスロ 新鬼武者2,9.0,17,34,42.88235294117647,2183.5882352941176,0.35294117647058826
KYORAKU妙音通,パチスロ 炎炎ノ消防隊,0.0,32,84,365.0595238095238,1090.5833333333333,0.4642857142857143
KYORAKU妙音通,パチスロ 炎炎ノ消防隊,1.0,41,108,-125.75,939.5185185185185,0.3148148148148148
KYORAKU妙音通,パチスロ 炎炎ノ消防隊,2.0,34,90,45.17777777777778,1142.9333333333334,0.4111111111111111
KYORAKU妙音通,パチスロ 炎炎ノ消防隊,3.0,34,90,14.8,1150.9888888888888,0.4
KYORAKU妙音通,パチスロ 炎炎ノ消防隊,4.0,33,88,-123.39772727272727,1144.784090909091,0.3181818181818182
KYORAKU妙音通,パチスロ 炎炎ノ消防隊,5.0,33,88,-30.886363636363637,1419.9772727272727,0.36363636363636365
KYORAKU妙音通,パチスロ 炎炎ノ消防隊,6.0,33,88,-9.897727272727273,811.3522727272727,0.3522727272727273
KYORAKU妙音通,パチスロ 炎炎ノ消防隊,7.0,33,87,-93.27586206896552,1013.7816091954023,0.28735632183908044
KYORAKU妙音通,パチスロ 炎炎ノ消防隊,8.0,33,87,150.94252873563218,999.9655172413793,0.3563218390804598
KYORAKU妙音通,パチスロ 炎炎ノ消防隊,9.0,32,84,92.5,1434.2380952380952,0.44047619047619047
KYORAKU妙音通,パチスロ 革命機ヴァルヴレイヴ,0.0,49,493,-108.05679513184585,1038.7829614604464,0.1257606490872211
KYORAKU妙音通,パチスロ 革命機ヴァルヴレイヴ,1.0,61,607,-106.22570016474465,1164.354200988468,0.14827018121911037
KYORAKU妙音通,パチスロ 革命機ヴァルヴレイヴ,2.0,50,495,-118.53131313131313,1582.0969696969696,0.16565656565656567
KYORAKU妙音通,パチスロ 革命機ヴァルヴレイヴ,3.0,51,511,343.2328767123288,2688.9706457925636,0.2563600782778865
KYORAKU妙音通,パチスロ 革命機ヴァルヴレイヴ,4.0,51,511,19.61839530332681,1509.4109589041095,0.1898238747553816
KYORAKU妙音通,パチスロ 革命機ヴァルヴレイヴ,5.0,50,499,4.270541082164328,2060.9058116232463,0.1743486973947896
KYORAKU妙音通,パチスロ 革命機ヴァルヴレイヴ,6.0,51,506,28.788537549407113,1282.1521739130435,0.16403162055335968
KYORAKU妙音通,パチスロ 革命機ヴァルヴレイヴ,7.0,51,506,103.00592885375494,1485.7608695652175,0.15612648221343872
KYORAKU妙音通,パチスロ 革命機ヴァルヴレイヴ,8.0,51,506,-19.213438735177867,1366.98814229249,0.15019762845849802
KYORAKU妙音通,パチスロ 革命機ヴァルヴレイヴ,9.0,49,491,29.45213849287169,2686.0244399185335,0.2668024439918534
KYORAKU妙音通,パチスロL黄門ちゃま天,0.0,3,9,-190.77777777777777,547.4444444444445,0.1111111111111111
KYORAKU妙音通,パチスロL黄門ちゃま天,1.0,5,16,929.75,765.125,0.1875
KYORAKU妙音通,パチスロL黄門ちゃま天,2.0,4,13,220.46153846153845,1203.1538461538462,0.15384615384615385
KYORAKU妙音通,パチスロL黄門ちゃま天,3.0,4,13,-166.84615384615384,488.2307692307692,0.0
KYORAKU妙音通,パチスロL黄門ちゃま天,4.0,4,13,914.9230769230769,2379.076923076923,0.46153846153846156
KYORAKU妙音通,パチスロL黄門ちゃま天,5.0,4,13,-710.1538461538462,850.3076923076923,0.0
KYORAKU妙音通,パチスロL黄門ちゃま天,6.0,3,10,-53.3,424.1,0.1
KYORAKU妙音通,パチスロL黄門ちゃま天,7.0,3,10,142.1,1728.9,0.3
KYORAKU妙音通,パチスロL黄門ちゃま天,8.0,3,10,667.1,544.6,0.1
KYORAKU妙音通,パチスロL黄門ちゃま天,9.0,3,9,1370.4444444444443,2445.1111111111113,0.2222222222222222
KYORAKU妙音通,パチスロディスクアップ2,0.0,37,69,108.56521739130434,1715.6376811594203,0.36231884057971014
KYORAKU妙音通,パチスロディスクアップ2,1.0,46,87,107.51724137931035,1950.9310344827586,0.4367816091954023
KYORAKU妙音通,パチスロディスクアップ2,2.0,37,71,-25.816901408450704,2014.6338028169014,0.30985915492957744
KYORAKU妙音通,パチスロディスクアップ2,3.0,38,72,115.73611111111111,2148.0833333333335,0.4027777777777778
KYORAKU妙音通,パチスロディスクアップ2,4.0,38,71,-112.87323943661971,1988.9859154929577,0.3380281690140845
KYORAKU妙音通,パチスロディスクアップ2,5.0,38,71,-61.23943661971831,2180.7323943661972,0.4084507042253521
KYORAKU妙音通,パチスロディスクアップ2,6.0,38,71,28.323943661971832,1881.9577464788733,0.38028169014084506
KYORAKU妙音通,パチスロディスクアップ2,7.0,38,71,-12.80281690140845,1465.0985915492959,0.39436619718309857
KYORAKU妙音通,パチスロディスクアップ2,8.0,38,71,-45.2112676056338,2080.718309859155,0.30985915492957744
KYORAKU妙音通,パチスロディスクアップ2,9.0,37,69,33.68115942028985,2389.942028985507,0.37681159420289856
KYORAKU妙音通,パチスロハイパーラッシュ,0.0,30,60,-17.966666666666665,1639.1833333333334,0.4166666666666667
KYORAKU妙音通,パチスロハイパーラッシュ,1.0,38,76,-15.947368421052632,1803.171052631579,0.40789473684210525
KYORAKU妙音通,パチスロハイパーラッシュ,2.0,32,64,-20.265625,1954.125,0.4375
KYORAKU妙音通,パチスロハイパーラッシュ,3.0,32,64,-151.0625,1742.09375,0.34375
KYORAKU妙音通,パチスロハイパーラッシュ,4.0,32,64,-80.4375,1638.875,0.40625
KYORAKU妙音通,パチスロハイパーラッシュ,5.0,32,64,-97.625,1717.40625,0.34375
KYORAKU妙音通,パチスロハイパーラッシュ,6.0,32,64,144.015625,1631.4375,0.375
KYORAKU妙音通,パチスロハイパーラッシュ,7.0,32,64,-143.734375,1571.9375,0.296875
KYORAKU妙音通,パチスロハイパーラッシュ,8.0,32,64,204.53125,2134.359375,0.421875
KYORAKU妙音通,パチスロハイパーラッシュ,9.0,31,62,-1.1451612903225807,2675.2258064516127,0.4838709677419355
KYORAKU妙音通,パチスロ交響詩篇エウレカセブンHI-EVOLUTION ZERO TYPE-ART,0.0,37,69,40.52173913043478,2121.5072463768115,0.36231884057971014
KYORAKU妙音通,パチスロ交響詩篇エウレカセブンHI-EVOLUTION ZERO TYPE-ART,1.0,46,87,109.95402298850574,2391.7471264367814,0.40229885057471265
KYORAKU妙音通,パチスロ交響詩篇エウレカセブンHI-EVOLUTION ZERO TYPE-ART,2.0,37,71,5.901408450704225,2298.9154929577467,0.323943661971831
KYORAKU妙音通,パチスロ交響詩篇エウレカセブンHI-EVOLUTION ZERO TYPE-ART,3.0,38,72,-75.0,2502.6111111111113,0.2777777777777778
KYORAKU妙音通,パチスロ交響詩篇エウレカセブンHI-EVOLUTION ZERO TYPE-ART,4.0,38,71,-72.07042253521126,2301.6197183098593,0.43661971830985913
KYORAKU妙音通,パチスロ交響詩篇エウレカセブンHI-EVOLUTION ZERO TYPE-ART,5.0,38,71,-86.36619718309859,2286.5915492957747,0.323943661971831
KYORAKU妙音通,パチスロ交響詩篇エウレカセブンHI-EVOLUTION ZERO TYPE-ART,6.0,38,71,-62.11267605633803,2121.549295774648,0.38028169014084506
KYORAKU妙音通,パチスロ交響詩篇エウレカセブンHI-EVOLUTION ZERO TYPE-ART,7.0,38,71,65.29577464788733,2503.718309859155,0.38028169014084506
KYORAKU妙音通,パチスロ交響詩篇エウレカセブンHI-EVOLUTION ZERO TYPE-ART,8.0,38,71,-83.69014084507042,2144.492957746479,0.39436619718309857
KYORAKU妙音通,パチスロ交響詩篇エウレカセブンHI-EVOLUTION ZERO TYPE-ART,9.0,37,69,159.28985507246378,3586.942028985507,0.42028985507246375
KYORAKU妙音通,パチスロ戦姫絶唱シンフォギア 勇気の歌,0.0,15,38,-24.57894736842105,1023.1052631578947,0.3684210526315789
KYORAKU妙音通,パチスロ戦姫絶唱シンフォギア 勇気の歌,1.0,20,52,-38.80769230769231,1096.5576923076924,0.2692307692307692
KYORAKU妙音通,パチスロ戦姫絶唱シンフォギア 勇気の歌,2.0,16,42,-240.3095238095238,1338.3095238095239,0.14285714285714285
KYORAKU妙音通,パチスロ戦姫絶唱シンフォギア 勇気の歌,3.0,16,41,50.951219512195124,762.5853658536586,0.34146341463414637
KYORAKU妙音通,パチスロ戦姫絶唱シンフォギア 勇気の歌,4.0,15,39,-82.97435897435898,975.974358974359,0.1794871794871795
KYORAKU妙音通,パチスロ戦姫絶唱シンフォギア 勇気の歌,5.0,15,39,-77.38461538461539,1300.3076923076924,0.2564102564102564
KYORAKU妙音通,パチスロ戦姫絶唱シンフォギア 勇気の歌,6.0,15,39,68.15384615384616,967.1794871794872,0.38461538461538464
KYORAKU妙音通,パチスロ戦姫絶唱シンフォギア 勇気の歌,7.0,15,39,-13.153846153846153,802.1538461538462,0.3333333333333333
KYORAKU妙音通,パチスロ戦姫絶唱シンフォギア 勇気の歌,8.0,15,39,24.512820512820515,1150.7948717948718,0.3076923076923077
KYORAKU妙音通,パチスロ戦姫絶唱シンフォギア 勇気の歌,9.0,14,36,-187.0,1113.888888888889,0.3055555555555556
KYORAKU妙音通,パチスロ武装神姫,0.0,20,20,-94.7,1644.65,0.25
KYORAKU妙音通,パチスロ武装神姫,1.0,26,26,-168.76923076923077,1729.6923076923076,0.23076923076923078
KYORAKU妙音通,パチスロ武装神姫,2.0,22,22,52.31818181818182,1879.9545454545455,0.22727272727272727
KYORAKU妙音通,パチスロ武装神姫,3.0,22,22,-40.27272727272727,891.6363636363636,0.3181818181818182
KYORAKU妙音通,パチスロ武装神姫,4.0,22,22,-220.5,871.2272727272727,0.13636363636363635
KYORAKU妙音通,パチスロ武装神姫,5.0,22,22,22.454545454545453,2622.409090909091,0.36363636363636365
KYORAKU妙音通,パチスロ武装神姫,6.0,22,22,-204.77272727272728,751.0909090909091,0.18181818181818182
KYORAKU妙音通,パチスロ武装神姫,7.0,21,21,-65.33333333333333,848.7619047619048,0.23809523809523808
KYORAKU妙音通,パチスロ武装神姫,8.0,21,21,137.9047619047619,1860.3333333333333,0.3333333333333333
KYORAKU妙音通,パチスロ武装神姫,9.0,20,20,106.35,1675.5,0.3
KYORAKU妙音通,パチスロ甲鉄城のカバネリ,0.0,49,231,86.75324675324676,1047.6969696969697,0.35064935064935066
KYORAKU妙音通,パチスロ甲鉄城のカバネリ,1.0,61,292,-11.150684931506849,1098.013698630137,0.3767123287671233
KYORAKU妙音通,パチスロ甲鉄城のカバネリ,2.0,50,239,-33.87866108786611,1218.702928870293,0.36401673640167365
KYORAKU妙音通,パチスロ甲鉄城のカバネリ,3.0,51,243,27.308641975308642,1249.6049382716049,0.35802469135802467
KYORAKU妙音通,パチスロ甲鉄城のカバネリ,4.0,51,243,-50.358024691358025,1078.3703703703704,0.2962962962962963
KYORAKU妙音通,パチスロ甲鉄城のカバネリ,5.0,50,239,-71.35146443514644,1506.8200836820083,0.30962343096234307
KYORAKU妙音通,パチスロ甲鉄城のカバネリ,6.0,51,242,21.421487603305785,1030.9545454545455,0.3140495867768595
KYORAKU妙音通,パチスロ甲鉄城のカバネリ,7.0,51,241,-13.514522821576763,991.8340248962655,0.3153526970954357
KYORAKU妙音通,パチスロ甲鉄城のカバネリ,8.0,51,241,-27.79253112033195,1056.4522821576763,0.35684647302904565
KYORAKU妙音通,パチスロ甲鉄城のカバネリ,9.0,49,231,-40.35497835497836,1834.3722943722944,0.38961038961038963
KYORAKU妙音通,パチスロ頭文字D,0.0,8,8,-142.0,621.625,0.125
KYORAKU妙音通,パチスロ頭文字D,1.0,12,12,-60.0,1388.9166666666667,0.3333333333333333
KYORAKU妙音通,パチスロ頭文字D,2.0,10,10,-219.2,1355.8,0.5
KYORAKU妙音通,パチスロ頭文字D,3.0,9,9,-428.77777777777777,1883.2222222222222,0.3333333333333333
KYORAKU妙音通,パチスロ頭文字D,4.0,9,9,-221.44444444444446,1089.3333333333333,0.1111111111111111
KYORAKU妙音通,パチスロ頭文字D,5.0,9,9,-291.3333333333333,1514.0,0.2222222222222222
KYORAKU妙音通,パチスロ頭文字D,6.0,9,9,171.77777777777777,783.6666666666666,0.4444444444444444
KYORAKU妙音通,パチスロ頭文字D,7.0,9,9,230.11111111111111,1007.0,0.1111111111111111
KYORAKU妙音通,パチスロ頭文字D,8.0,9,9,104.33333333333333,844.8888888888889,0.3333333333333333
KYORAKU妙音通,パチスロ頭文字D,9.0,8,8,-396.5,1943.375,0.375
KYORAKU妙音通,プリズムナナ,0.0,8,16,259.1875,2188.1875,0.3125
KYORAKU妙音通,プリズムナナ,1.0,11,22,-312.59090909090907,2522.818181818182,0.36363636363636365
KYORAKU妙音通,プリズムナナ,2.0,8,16,-1015.25,2431.9375,0.3125
KYORAKU妙音通,プリズムナナ,3.0,8,16,-347.9375,2432.875,0.4375
KYORAKU妙音通,プリズムナナ,4.0,8,16,-27.4375,3015.25,0.3125
KYORAKU妙音通,プリズムナナ,5.0,8,16,894.5,1573.125,0.375
KYORAKU妙音通,プリズムナナ,6.0,8,16,359.0625,1403.8125,0.1875
KYORAKU妙音通,プリズムナナ,7.0,8,16,-694.375,2001.625,0.1875
KYORAKU妙音通,プリズムナナ,8.0,9,18,-482.44444444444446,2293.5555555555557,0.16666666666666666
KYORAKU妙音通,プリズムナナ,9.0,8,16,-438.9375,2917.5625,0.1875
KYORAKU妙音通,マイジャグラーV,0.0,49,196,-150.76530612244898,3058.1785714285716,0.33163265306122447
KYORAKU妙音通,マイジャグラーV,1.0,61,244,-87.86475409836065,3374.4139344262294,0.38524590163934425
KYORAKU妙音通,マイジャグラーV,2.0,50,200,-8.085,3478.735,0.395
KYORAKU妙音通,マイジャグラーV,3.0,51,204,-232.72549019607843,3673.0049019607845,0.3137254901960784
KYORAKU妙音通,マイジャグラーV,4.0,51,204,-10.441176470588236,3252.720588235294,0.36764705882352944
KYORAKU妙音通,マイジャグラーV,5.0,50,200,-59.565,3674.415,0.36
KYORAKU妙音通,マイジャグラーV,6.0,51,204,-198.15686274509804,3120.127450980392,0.27941176470588236
KYORAKU妙音通,マイジャグラーV,7.0,51,204,25.686274509803923,3195.9656862745096,0.4117647058823529
KYORAKU妙音通,マイジャグラーV,8.0,51,204,-188.16176470588235,3000.343137254902,0.3137254901960784
KYORAKU妙音通,マイジャグラーV,9.0,49,196,191.8112244897959,4514.122448979592,0.4336734693877551
KYORAKU妙音通,今日から俺は!! パチスロ編,0.0,11,11,-96.0,1460.7272727272727,0.45454545454545453
KYORAKU妙音通,今日から俺は!! パチスロ編,1.0,16,16,-216.3125,1032.25,0.125
KYORAKU妙音通,今日から俺は!! パチスロ編,2.0,13,13,-285.84615384615387,1519.923076923077,0.3076923076923077
KYORAKU妙音通,今日から俺は!! パチスロ編,3.0,13,13,-299.0769230769231,1336.0,0.23076923076923078
KYORAKU妙音通,今日から俺は!! パチスロ編,4.0,13,13,345.2307692307692,1376.2307692307693,0.3076923076923077
KYORAKU妙音通,今日から俺は!! パチスロ編,5.0,13,13,-297.0,2009.6153846153845,0.3076923076923077
KYORAKU妙音通,今日から俺は!! パチスロ編,6.0,13,13,33.61538461538461,1194.2307692307693,0.38461538461538464
KYORAKU妙音通,今日から俺は!! パチスロ編,7.0,12,12,32.416666666666664,1075.6666666666667,0.25
KYORAKU妙音通,今日から俺は!! パチスロ編,8.0,12,12,-274.0833333333333,1658.1666666666667,0.25
KYORAKU妙音通,今日から俺は!! パチスロ編,9.0,11,11,-193.72727272727272,2293.3636363636365,0.36363636363636365
KYORAKU妙音通,吉宗,0.0,36,130,193.55384615384617,2573.9461538461537,0.3153846153846154
KYORAKU妙音通,吉宗,1.0,44,158,69.70253164556962,2838.5759493670885,0.36075949367088606
KYORAKU妙音通,吉宗,2.0,36,131,-171.74809160305344,3061.5648854961833,0.35877862595419846
KYORAKU妙音通,吉宗,3.0,37,134,131.57462686567163,2946.992537313433,0.373134328358209
KYORAKU妙音通,吉宗,4.0,37,134,-194.13432835820896,2583.679104477612,0.31343283582089554
KYORAKU妙音通,吉宗,5.0,36,129,-159.73643410852713,2883.1782945736436,0.2868217054263566
KYORAKU妙音通,吉宗,6.0,37,134,303.3358208955224,2613.873134328358,0.373134328358209
KYORAKU妙音通,吉宗,7.0,37,134,-277.9925373134328,2466.5298507462685,0.2462686567164179
KYORAKU妙音通,吉宗,8.0,37,135,-94.45925925925926,2876.0666666666666,0.35555555555555557
KYORAKU妙音通,吉宗,9.0,36,130,86.26923076923077,2949.9153846153845,0.34615384615384615
KYORAKU妙音通,回胴式遊技機 グランベルム,0.0,13,26,-374.0769230769231,1179.6923076923076,0.11538461538461539
KYORAKU妙音通,回胴式遊技機 グランベルム,1.0,16,32,-140.4375,593.09375,0.15625
KYORAKU妙音通,回胴式遊技機 グランベルム,2.0,14,28,-56.25,884.6071428571429,0.10714285714285714
KYORAKU妙音通,回胴式遊技機 グランベルム,3.0,14,28,389.92857142857144,1042.3214285714287,0.25
KYORAKU妙音通,回胴式遊技機 グランベルム,4.0,14,28,75.42857142857143,1115.392857142857,0.17857142857142858
KYORAKU妙音通,回胴式遊技機 グランベルム,5.0,14,28,-540.6428571428571,1347.857142857143,0.07142857142857142
KYORAKU妙音通,回胴式遊技機 グランベルム,6.0,14,28,-74.64285714285714,618.6071428571429,0.14285714285714285
KYORAKU妙音通,回胴式遊技機 グランベルム,7.0,14,28,-275.42857142857144,647.2142857142857,0.03571428571428571
KYORAKU妙音通,回胴式遊技機 グランベルム,8.0,14,28,-211.03571428571428,954.7857142857143,0.07142857142857142
KYORAKU妙音通,回胴式遊技機 グランベルム,9.0,13,26,277.53846153846155,1781.0,0.4230769230769231
KYORAKU妙音通,回胴黙示録カイジ 狂宴,0.0,39,39,17.897435897435898,2196.230769230769,0.4358974358974359
KYORAKU妙音通,回胴黙示録カイジ 狂宴,1.0,48,48,-238.60416666666666,2036.6458333333333,0.2708333333333333
KYORAKU妙音通,回胴黙示録カイジ 狂宴,2.0,39,39,90.74358974358974,1896.8974358974358,0.3333333333333333
KYORAKU妙音通,回胴黙示録カイジ 狂宴,3.0,41,41,-61.51219512195122,2686.731707317073,0.4146341463414634
KYORAKU妙音通,回胴黙示録カイジ 狂宴,4.0,41,41,93.73170731707317,2000.780487804878,0.4634146341463415
KYORAKU妙音通,回胴黙示録カイジ 狂宴,5.0,40,40,451.85,2506.85,0.525
KYORAKU妙音通,回胴黙示録カイジ 狂宴,6.0,41,41,-272.0,1880.1951219512196,0.2926829268292683
KYORAKU妙音通,回胴黙示録カイジ 狂宴,7.0,41,41,50.19512195121951,2139.560975609756,0.43902439024390244
KYORAKU妙音通,回胴黙示録カイジ 狂宴,8.0,41,41,-99.29268292682927,1948.8536585365853,0.4146341463414634
KYORAKU妙音通,回胴黙示録カイジ 狂宴,9.0,40,40,-65.775,2873.825,0.4
KYORAKU妙音通,押忍!番長4,0.0,35,175,76.44571428571429,1173.9371428571428,0.15428571428571428
KYORAKU妙音通,押忍!番長4,1.0,44,225,-75.80888888888889,1291.3777777777777,0.2222222222222222
KYORAKU妙音通,押忍!番長4,2.0,36,183,-55.322404371584696,2073.24043715847,0.22950819672131148
KYORAKU妙音通,押忍!番長4,3.0,37,185,-61.189189189189186,1274.2054054054054,0.1783783783783784
KYORAKU妙音通,押忍!番長4,4.0,37,185,-80.10810810810811,1242.4054054054054,0.16756756756756758
KYORAKU妙音通,押忍!番長4,5.0,37,185,153.3945945945946,2125.4594594594596,0.24864864864864866
KYORAKU妙音通,押忍!番長4,6.0,37,185,89.41081081081082,1072.8648648648648,0.1837837837837838
KYORAKU妙音通,押忍!番長4,7.0,37,185,144.4756756756757,1209.5675675675675,0.21081081081081082
KYORAKU妙音通,押忍!番長4,8.0,36,180,82.02222222222223,1209.1555555555556,0.2111111111111111
KYORAKU妙音通,押忍!番長4,9.0,35,177,32.954802259887,2100.423728813559,0.2542372881355932
