店舗,機種名,Weekday,稼働日数,集計数,平均差枚数,平均回転数,勝率
キング666半田,スマスロ ハナビ,金曜日,16,25,-118.2,1715.24,0.28
キング666半田,スマスロ バイオハザード5,土曜日,24,81,91.44444444444444,1798.0,0.2839506172839506
キング666半田,スマスロ バイオハザード5,日曜日,24,81,17.555555555555557,1307.0123456790122,0.2716049382716049
キング666半田,スマスロ バイオハザード5,月曜日,22,78,-30.525641025641026,373.3076923076923,0.08974358974358974
キング666半田,スマスロ バイオハザード5,木曜日,23,76,-90.26315789473684,212.25,0.039473684210526314
キング666半田,スマスロ バイオハザード5,水曜日,21,70,187.37142857142857,712.3714285714286,0.14285714285714285
キング666半田,スマスロ バイオハザード5,火曜日,24,79,-108.78481012658227,456.6835443037975,0.13924050632911392
キング666半田,スマスロ バイオハザード5,金曜日,24,81,-74.0246913580247,425.1358024691358,0.09876543209876543
キング666半田,スマスロ バイオハザードRE:3,土曜日,7,21,418.23809523809524,4582.428571428572,0.6190476190476191
キング666半田,スマスロ バイオハザードRE:3,日曜日,7,21,-805.9047619047619,4108.333333333333,0.2857142857142857
キング666半田,スマスロ バイオハザードRE:3,月曜日,7,21,971.7619047619048,2609.809523809524,0.42857142857142855
キング666半田,スマスロ バイオハザードRE:3,木曜日,7,21,669.952380952381,3039.6190476190477,0.42857142857142855
キング666半田,スマスロ バイオハザードRE:3,水曜日,6,18,-933.3888888888889,2499.8333333333335,0.3333333333333333
キング666半田,スマスロ バイオハザードRE:3,火曜日,7,21,282.1904761904762,2086.4285714285716,0.47619047619047616
キング666半田,スマスロ バイオハザードRE:3,金曜日,7,21,-10.571428571428571,2768.0476190476193,0.3333333333333333
キング666半田,スマスロ バベル,土曜日,9,9,-155.44444444444446,684.2222222222222,0.1111111111111111
キング666半田,スマスロ バベル,日曜日,9,9,-380.0,703.5555555555555,0.1111111111111111
キング666半田,スマスロ バベル,月曜日,8,8,68.0,304.5,0.25
キング666半田,スマスロ バベル,木曜日,9,9,-299.1111111111111,526.0,0.0
キング666半田,スマスロ バベル,水曜日,6,6,-271.6666666666667,348.0,0.0
キング666半田,スマスロ バベル,火曜日,8,8,10.0,129.875,0.125
キング666半田,スマスロ バベル,金曜日,9,9,-123.11111111111111,134.66666666666666,0.0
キング666半田,スマスロ ビッグドリーム THE GOLDEN PUSHER,土曜日,7,7,-1221.7142857142858,7180.0,0.42857142857142855
キング666半田,スマスロ ビッグドリーム THE GOLDEN PUSHER,日曜日,7,7,-281.85714285714283,6328.428571428572,0.5714285714285714
キング666半田,スマスロ ビッグドリーム THE GOLDEN PUSHER,月曜日,7,7,-3089.285714285714,3432.1428571428573,0.0
キング666半田,スマスロ ビッグドリーム THE GOLDEN PUSHER,木曜日,7,7,-2906.8571428571427,5525.857142857143,0.0
キング666半田,スマスロ ビッグドリーム THE GOLDEN PUSHER,水曜日,6,6,-2232.3333333333335,4516.166666666667,0.3333333333333333
キング666半田,スマスロ ビッグドリーム THE GOLDEN PUSHER,火曜日,7,7,8.857142857142858,2790.1428571428573,0.2857142857142857
キング666半田,スマスロ ビッグドリーム THE GOLDEN PUSHER,金曜日,7,7,-338.57142857142856,3655.714285714286,0.2857142857142857
キング666半田,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,土曜日,49,164,-203.21341463414635,4309.359756097561,0.34146341463414637
キング666半田,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,日曜日,49,164,235.7987804878049,4197.628048780488,0.35365853658536583
キング666半田,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,月曜日,47,158,-111.89240506329114,2070.1329113924053,0.2848101265822785
キング666半田,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,木曜日,48,161,85.5776397515528,2061.5714285714284,0.3167701863354037
キング666半田,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,水曜日,42,141,-326.531914893617,1703.0425531914893,0.19858156028368795
キング666半田,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,火曜日,47,156,104.02564102564102,1743.9615384615386,0.23076923076923078
キング666半田,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,金曜日,49,164,66.8719512195122,2434.5731707317073,0.29878048780487804
キング666半田,スマスロ ミリオンゴッド-神々の軌跡-,土曜日,9,36,-1163.1944444444443,8152.888888888889,0.3055555555555556
キング666半田,スマスロ ミリオンゴッド-神々の軌跡-,日曜日,9,36,-682.3888888888889,7876.805555555556,0.3333333333333333
キング666半田,スマスロ ミリオンゴッド-神々の軌跡-,月曜日,10,40,-781.875,5212.4,0.25
キング666半田,スマスロ ミリオンゴッド-神々の軌跡-,木曜日,9,36,-1448.1666666666667,5756.722222222223,0.1388888888888889
キング666半田,スマスロ ミリオンゴッド-神々の軌跡-,水曜日,8,32,-295.5625,5935.46875,0.375
キング666半田,スマスロ ミリオンゴッド-神々の軌跡-,火曜日,9,36,-1742.388888888889,5363.888888888889,0.16666666666666666
キング666半田,スマスロ ミリオンゴッド-神々の軌跡-,金曜日,9,36,-1314.9166666666667,5716.916666666667,0.2777777777777778
キング666半田,スマスロ モンスターハンターライズ,土曜日,49,226,-124.50442477876106,2956.6592920353983,0.27876106194690264
キング666半田,スマスロ モンスターハンターライズ,日曜日,49,226,-32.43362831858407,2531.858407079646,0.2743362831858407
キング666半田,スマスロ モンスターハンターライズ,月曜日,47,218,-107.65137614678899,1344.1422018348624,0.21100917431192662
キング666半田,スマスロ モンスターハンターライズ,木曜日,48,217,-160.34101382488478,1093.967741935484,0.17050691244239632
キング666半田,スマスロ モンスターハンターライズ,水曜日,42,198,6.9646464646464645,1176.5707070707072,0.22727272727272727
キング666半田,スマスロ モンスターハンターライズ,火曜日,47,217,-114.86175115207374,1372.5253456221199,0.2119815668202765
キング666半田,スマスロ モンスターハンターライズ,金曜日,49,226,-63.93805309734513,989.5486725663717,0.2168141592920354
キング666半田,スマスロ 化物語,土曜日,29,116,3.310344827586207,6075.991379310345,0.3620689655172414
キング666半田,スマスロ 化物語,日曜日,29,116,-161.00862068965517,5757.060344827586,0.3793103448275862
キング666半田,スマスロ 化物語,月曜日,28,112,-243.76785714285714,3037.6785714285716,0.32142857142857145
キング666半田,スマスロ 化物語,木曜日,29,116,98.0603448275862,3071.5862068965516,0.3017241379310345
キング666半田,スマスロ 化物語,水曜日,25,100,-114.43,2892.68,0.31
キング666半田,スマスロ 化物語,火曜日,28,112,-325.05357142857144,3741.660714285714,0.3125
キング666半田,スマスロ 化物語,金曜日,29,116,-267.05172413793105,3422.594827586207,0.29310344827586204
キング666半田,スマスロ 北斗の拳 転生の章2,土曜日,25,225,-1.5377777777777777,4996.435555555556,0.38666666666666666
キング666半田,スマスロ 北斗の拳 転生の章2,日曜日,25,225,-23.342222222222222,4900.475555555556,0.3511111111111111
キング666半田,スマスロ 北斗の拳 転生の章2,月曜日,25,225,-206.88888888888889,2499.9466666666667,0.32
キング666半田,スマスロ 北斗の拳 転生の章2,木曜日,25,225,-34.946666666666665,2536.5422222222223,0.3111111111111111
キング666半田,スマスロ 北斗の拳 転生の章2,水曜日,21,189,118.55555555555556,2201.6507936507937,0.3544973544973545
キング666半田,スマスロ 北斗の拳 転生の章2,火曜日,23,207,-93.8792270531401,2146.6425120772947,0.3140096618357488
キング666半田,スマスロ 北斗の拳 転生の章2,金曜日,25,225,512.32,2794.1555555555556,0.4222222222222222
キング666半田,スマスロ 攻殻機動隊,土曜日,21,42,-108.69047619047619,7272.357142857143,0.38095238095238093
キング666半田,スマスロ 攻殻機動隊,日曜日,21,42,13.261904761904763,6724.309523809524,0.4523809523809524
キング666半田,スマスロ 攻殻機動隊,月曜日,21,42,-412.5238095238095,4466.023809523809,0.3333333333333333
キング666半田,スマスロ 攻殻機動隊,木曜日,21,42,823.2857142857143,4785.5,0.4523809523809524
キング666半田,スマスロ 攻殻機動隊,水曜日,18,36,-175.27777777777777,4182.666666666667,0.4722222222222222
キング666半田,スマスロ 攻殻機動隊,火曜日,19,38,682.4473684210526,4450.0526315789475,0.4473684210526316
キング666半田,スマスロ 攻殻機動隊,金曜日,21,42,-465.7857142857143,4795.261904761905,0.30952380952380953
キング666半田,スマスロ 新鬼武者3,土曜日,38,152,20.467105263157894,3925.3618421052633,0.34210526315789475
キング666半田,スマスロ 新鬼武者3,日曜日,38,152,-79.19736842105263,4094.7302631578946,0.3684210526315789
キング666半田,スマスロ 新鬼武者3,月曜日,36,144,-302.96527777777777,1701.361111111111,0.2361111111111111
キング666半田,スマスロ 新鬼武者3,木曜日,38,152,163.58552631578948,1737.7697368421052,0.28289473684210525
キング666半田,スマスロ 新鬼武者3,水曜日,31,124,-166.95967741935485,1477.741935483871,0.25806451612903225
キング666半田,スマスロ 新鬼武者3,火曜日,36,144,49.354166666666664,1539.888888888889,0.2222222222222222
キング666半田,スマスロ 新鬼武者3,金曜日,38,152,-6.671052631578948,1790.9868421052631,0.2565789473684211
キング666半田,スマスロ 東京リベンジャーズ,土曜日,25,100,73.27,3997.51,0.34
キング666半田,スマスロ 東京リベンジャーズ,日曜日,25,100,24.88,3789.82,0.36
キング666半田,スマスロ 東京リベンジャーズ,月曜日,23,92,-324.55434782608694,2731.6847826086955,0.25
キング666半田,スマスロ 東京リベンジャーズ,木曜日,25,100,-421.33,2292.88,0.22
キング666半田,スマスロ 東京リベンジャーズ,水曜日,20,80,435.7375,2471.525,0.2875
キング666半田,スマスロ 東京リベンジャーズ,火曜日,26,104,-310.28846153846155,2316.3846153846152,0.22115384615384615
キング666半田,スマスロ 東京リベンジャーズ,金曜日,25,100,-27.41,2060.11,0.29
キング666半田,スマスロ 沖ドキ!DUO アンコール,土曜日,27,207,-301.2608695652174,2114.1207729468597,0.36231884057971014
キング666半田,スマスロ 沖ドキ!DUO アンコール,日曜日,27,207,-58.35265700483092,1896.7584541062802,0.3671497584541063
キング666半田,スマスロ 沖ドキ!DUO アンコール,月曜日,27,207,-308.0338164251208,1448.927536231884,0.30434782608695654
キング666半田,スマスロ 沖ドキ!DUO アンコール,木曜日,27,207,-139.77294685990339,1091.2753623188405,0.3188405797101449
キング666半田,スマスロ 沖ドキ!DUO アンコール,水曜日,23,178,-352.0561797752809,1101.876404494382,0.24719101123595505
キング666半田,スマスロ 沖ドキ!DUO アンコール,火曜日,26,199,-233.54773869346732,1302.7336683417086,0.33668341708542715
キング666半田,スマスロ 沖ドキ!DUO アンコール,金曜日,27,207,-285.4154589371981,1151.8212560386473,0.2898550724637681
キング666半田,スマスロ 甲鉄城のカバネリ 海門決戦,土曜日,17,136,-197.52941176470588,8014.492647058823,0.38235294117647056
キング666半田,スマスロ 甲鉄城のカバネリ 海門決戦,日曜日,17,136,-218.0514705882353,7549.860294117647,0.3382352941176471
キング666半田,スマスロ 甲鉄城のカバネリ 海門決戦,月曜日,17,136,-68.99264705882354,5511.97794117647,0.4485294117647059
キング666半田,スマスロ 甲鉄城のカバネリ 海門決戦,木曜日,17,136,-95.875,5858.323529411765,0.45588235294117646
キング666半田,スマスロ 甲鉄城のカバネリ 海門決戦,水曜日,15,120,-191.075,5637.975,0.4
キング666半田,スマスロ 甲鉄城のカバネリ 海門決戦,火曜日,15,120,-292.7083333333333,5508.033333333334,0.4
キング666半田,スマスロ 甲鉄城のカバネリ 海門決戦,金曜日,17,136,-766.7426470588235,5576.676470588235,0.3088235294117647
キング666半田,スマスロ 秘宝伝,土曜日,27,27,115.55555555555556,4481.37037037037,0.48148148148148145
キング666半田,スマスロ 秘宝伝,日曜日,27,27,125.74074074074075,3296.185185185185,0.3333333333333333
キング666半田,スマスロ 秘宝伝,月曜日,27,27,-61.2962962962963,2570.814814814815,0.2962962962962963
キング666半田,スマスロ 秘宝伝,木曜日,27,27,275.037037037037,1935.5555555555557,0.3333333333333333
キング666半田,スマスロ 秘宝伝,水曜日,23,23,-625.2608695652174,2161.8695652173915,0.17391304347826086
キング666半田,スマスロ 秘宝伝,火曜日,26,26,-621.3846153846154,2361.269230769231,0.23076923076923078
キング666半田,スマスロ 秘宝伝,金曜日,27,27,-164.59259259259258,2082.4074074074074,0.4444444444444444
キング666半田,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,土曜日,15,30,-462.3666666666667,1179.2666666666667,0.16666666666666666
キング666半田,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,日曜日,15,30,-199.46666666666667,936.2,0.16666666666666666
キング666半田,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,月曜日,15,31,-24.806451612903224,473.2258064516129,0.1935483870967742
キング666半田,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,木曜日,14,28,-31.107142857142858,112.89285714285714,0.03571428571428571
キング666半田,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,水曜日,13,27,-174.8148148148148,252.66666666666666,0.07407407407407407
キング666半田,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,火曜日,15,31,-190.7741935483871,395.8709677419355,0.06451612903225806
キング666半田,スマスロ 緑ドン VIVA!情熱南米編 REVIVAL,金曜日,15,30,74.63333333333334,451.1,0.16666666666666666
キング666半田,スマスロ 聖戦士ダンバイン,土曜日,17,17,759.7647058823529,3903.0,0.5882352941176471
キング666半田,スマスロ 聖戦士ダンバイン,日曜日,17,17,1185.1176470588234,3625.3529411764707,0.47058823529411764
キング666半田,スマスロ 聖戦士ダンバイン,月曜日,17,17,231.41176470588235,1851.1764705882354,0.35294117647058826
キング666半田,スマスロ 聖戦士ダンバイン,木曜日,17,17,-204.88235294117646,1738.764705882353,0.23529411764705882
キング666半田,スマスロ 聖戦士ダンバイン,水曜日,15,15,-516.5333333333333,1417.4666666666667,0.06666666666666667
キング666半田,スマスロ 聖戦士ダンバイン,火曜日,15,15,-417.8,1862.2,0.2
キング666半田,スマスロ 聖戦士ダンバイン,金曜日,17,17,-280.70588235294116,1915.0,0.35294117647058826
キング666半田,スマスロスーパーブラックジャック,土曜日,49,147,-16.401360544217688,3792.5578231292516,0.3333333333333333
キング666半田,スマスロスーパーブラックジャック,日曜日,49,147,78.4625850340136,3328.1496598639455,0.35374149659863946
キング666半田,スマスロスーパーブラックジャック,月曜日,47,141,156.43971631205673,1713.5744680851064,0.2695035460992908
キング666半田,スマスロスーパーブラックジャック,木曜日,48,144,-195.80555555555554,1236.513888888889,0.19444444444444445
キング666半田,スマスロスーパーブラックジャック,水曜日,42,126,-43.41269841269841,1429.7936507936508,0.20634920634920634
キング666半田,スマスロスーパーブラックジャック,火曜日,47,141,-9.851063829787234,1670.4326241134752,0.2624113475177305
キング666半田,スマスロスーパーブラックジャック,金曜日,49,147,-331.3061224489796,1255.9455782312925,0.14965986394557823
キング666半田,スマスロスーパーリオエース2,土曜日,7,21,376.42857142857144,7435.142857142857,0.5238095238095238
キング666半田,スマスロスーパーリオエース2,日曜日,7,21,-820.047619047619,6911.238095238095,0.23809523809523808
キング666半田,スマスロスーパーリオエース2,月曜日,7,21,-276.3333333333333,3715.8571428571427,0.2857142857142857
キング666半田,スマスロスーパーリオエース2,木曜日,7,21,823.047619047619,4993.9047619047615,0.6190476190476191
キング666半田,スマスロスーパーリオエース2,水曜日,6,18,-1032.2777777777778,4877.277777777777,0.3333333333333333
キング666半田,スマスロスーパーリオエース2,火曜日,7,21,-912.3809523809524,3565.095238095238,0.2857142857142857
キング666半田,スマスロスーパーリオエース2,金曜日,7,21,-490.4761904761905,4434.0952380952385,0.3333333333333333
キング666半田,スマスロニューパルサーBT,月曜日,3,3,-203.0,360.6666666666667,0.0
キング666半田,スマスロネオプラネット,土曜日,22,22,506.09090909090907,3606.7727272727275,0.5
キング666半田,スマスロネオプラネット,日曜日,22,22,1010.6363636363636,2521.0454545454545,0.45454545454545453
キング666半田,スマスロネオプラネット,月曜日,20,20,-57.0,1781.1,0.4
キング666半田,スマスロネオプラネット,木曜日,22,22,565.2727272727273,1133.2272727272727,0.36363636363636365
キング666半田,スマスロネオプラネット,水曜日,18,18,-778.1666666666666,1660.6666666666667,0.16666666666666666
キング666半田,スマスロネオプラネット,火曜日,21,21,88.19047619047619,2100.1428571428573,0.3333333333333333
キング666半田,スマスロネオプラネット,金曜日,22,22,96.54545454545455,1611.090909090909,0.2727272727272727
キング666半田,スマスロバジリスク〜甲賀忍法帖〜絆2 天膳 BLACK EDITION,土曜日,12,48,-430.6875,4319.458333333333,0.2916666666666667
キング666半田,スマスロバジリスク〜甲賀忍法帖〜絆2 天膳 BLACK EDITION,日曜日,12,48,208.39583333333334,4295.8125,0.3333333333333333
キング666半田,スマスロバジリスク〜甲賀忍法帖〜絆2 天膳 BLACK EDITION,月曜日,12,48,-34.375,1563.9583333333333,0.3125
キング666半田,スマスロバジリスク〜甲賀忍法帖〜絆2 天膳 BLACK EDITION,木曜日,12,48,682.4375,1879.9791666666667,0.2708333333333333
キング666半田,スマスロバジリスク〜甲賀忍法帖〜絆2 天膳 BLACK EDITION,水曜日,11,44,99.8409090909091,1992.5,0.29545454545454547
キング666半田,スマスロバジリスク〜甲賀忍法帖〜絆2 天膳 BLACK EDITION,火曜日,11,44,-139.8409090909091,1433.6363636363637,0.22727272727272727
キング666半田,スマスロバジリスク〜甲賀忍法帖〜絆2 天膳 BLACK EDITION,金曜日,12,48,303.0,1935.2083333333333,0.2916666666666667
キング666半田,スマスロモンキーターンV,土曜日,49,445,38.321348314606745,3846.3168539325843,0.3865168539325843
キング666半田,スマスロモンキーターンV,日曜日,49,445,26.30112359550562,3445.3011235955055,0.3797752808988764
キング666半田,スマスロモンキーターンV,月曜日,47,429,44.95104895104895,2083.5268065268065,0.3752913752913753
キング666半田,スマスロモンキーターンV,木曜日,48,436,109.63761467889908,1764.0068807339449,0.3165137614678899
キング666半田,スマスロモンキーターンV,水曜日,42,380,129.56052631578947,1960.1552631578948,0.3526315789473684
キング666半田,スマスロモンキーターンV,火曜日,47,428,33.799065420560744,2148.6682242990655,0.3574766355140187
キング666半田,スマスロモンキーターンV,金曜日,49,445,-18.0,1837.9595505617976,0.3348314606741573
キング666半田,スマスロヨルムンガンド,土曜日,12,12,-82.75,5503.0,0.4166666666666667
キング666半田,スマスロヨルムンガンド,日曜日,12,12,-268.8333333333333,5133.333333333333,0.3333333333333333
キング666半田,スマスロヨルムンガンド,月曜日,12,12,167.0,3615.75,0.5
キング666半田,スマスロヨルムンガンド,木曜日,12,12,-205.66666666666666,2707.25,0.5833333333333334
キング666半田,スマスロヨルムンガンド,水曜日,11,11,104.9090909090909,3994.909090909091,0.45454545454545453
キング666半田,スマスロヨルムンガンド,火曜日,11,11,890.4545454545455,2301.818181818182,0.36363636363636365
キング666半田,スマスロヨルムンガンド,金曜日,12,12,-692.0,2492.3333333333335,0.4166666666666667
キング666半田,スマスロ北斗の拳,土曜日,49,312,9.125,1826.746794871795,0.34935897435897434
キング666半田,スマスロ北斗の拳,日曜日,49,312,179.17307692307693,2023.548076923077,0.4423076923076923
キング666半田,スマスロ北斗の拳,月曜日,47,293,37.93515358361775,1098.0307167235494,0.310580204778157
キング666半田,スマスロ北斗の拳,木曜日,48,303,86.20462046204621,756.6171617161716,0.24752475247524752
キング666半田,スマスロ北斗の拳,水曜日,42,270,-4.818518518518519,838.325925925926,0.28888888888888886
キング666半田,スマスロ北斗の拳,火曜日,47,306,2.9673202614379086,1009.5065359477125,0.30718954248366015
キング666半田,スマスロ北斗の拳,金曜日,49,312,-35.18269230769231,881.7724358974359,0.2724358974358974
キング666半田,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,土曜日,49,147,-27.19047619047619,2459.3537414965986,0.36054421768707484
キング666半田,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,日曜日,49,147,125.48979591836735,1959.7687074829932,0.3333333333333333
キング666半田,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,月曜日,47,141,31.73758865248227,1031.758865248227,0.2907801418439716
キング666半田,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,木曜日,48,144,-93.14583333333333,762.6319444444445,0.18055555555555555
キング666半田,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,水曜日,42,126,-0.12698412698412698,769.6428571428571,0.20634920634920634
キング666半田,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,火曜日,47,141,55.87234042553192,1005.4042553191489,0.3191489361702128
キング666半田,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,金曜日,49,147,-15.319727891156463,744.0136054421769,0.21768707482993196
キング666半田,スマスロ転生したらスライムだった件,土曜日,12,12,-431.4166666666667,5178.583333333333,0.25
キング666半田,スマスロ転生したらスライムだった件,日曜日,12,12,-136.66666666666666,4253.583333333333,0.25
キング666半田,スマスロ転生したらスライムだった件,月曜日,12,12,475.6666666666667,2512.5,0.3333333333333333
キング666半田,スマスロ転生したらスライムだった件,木曜日,12,12,-216.58333333333334,1601.0833333333333,0.16666666666666666
キング666半田,スマスロ転生したらスライムだった件,水曜日,11,11,-181.45454545454547,1599.2727272727273,0.18181818181818182
キング666半田,スマスロ転生したらスライムだった件,火曜日,11,11,274.3636363636364,2075.2727272727275,0.36363636363636365
キング666半田,スマスロ転生したらスライムだった件,金曜日,12,12,-114.41666666666667,2334.4166666666665,0.16666666666666666
キング666半田,スマスロ鉄拳6,土曜日,18,54,-309.64814814814815,2938.222222222222,0.3148148148148148
キング666半田,スマスロ鉄拳6,日曜日,18,54,235.57407407407408,2718.722222222222,0.35185185185185186
キング666半田,スマスロ鉄拳6,月曜日,18,54,-261.6666666666667,1833.5740740740741,0.25925925925925924
キング666半田,スマスロ鉄拳6,木曜日,18,54,-471.25925925925924,1328.9814814814815,0.24074074074074073
キング666半田,スマスロ鉄拳6,水曜日,15,45,-36.53333333333333,1371.3555555555556,0.26666666666666666
キング666半田,スマスロ鉄拳6,火曜日,16,48,71.0625,1135.0416666666667,0.2708333333333333
キング666半田,スマスロ鉄拳6,金曜日,18,54,-566.0185185185185,1561.9259259259259,0.18518518518518517
キング666半田,スマスロ頭文字D 2nd,土曜日,14,14,924.0714285714286,4401.857142857143,0.6428571428571429
キング666半田,スマスロ頭文字D 2nd,日曜日,14,14,-90.5,2736.714285714286,0.35714285714285715
キング666半田,スマスロ頭文字D 2nd,月曜日,14,14,211.0,1796.5,0.42857142857142855
キング666半田,スマスロ頭文字D 2nd,木曜日,13,13,-6.615384615384615,1634.2307692307693,0.5384615384615384
キング666半田,スマスロ頭文字D 2nd,水曜日,12,12,62.583333333333336,1086.5833333333333,0.3333333333333333
キング666半田,スマスロ頭文字D 2nd,火曜日,12,12,-365.75,2086.4166666666665,0.25
キング666半田,スマスロ頭文字D 2nd,金曜日,14,14,48.214285714285715,2184.0714285714284,0.42857142857142855
キング666半田,スマート沖スロ ダークハイビ,土曜日,3,9,914.5555555555555,1937.7777777777778,0.2222222222222222
キング666半田,スマート沖スロ ダークハイビ,日曜日,3,9,-1084.5555555555557,2267.3333333333335,0.0
キング666半田,スマート沖スロ ダークハイビ,月曜日,3,9,-1473.7777777777778,3534.777777777778,0.2222222222222222
キング666半田,スマート沖スロ ダークハイビ,木曜日,3,9,-732.0,1425.6666666666667,0.0
キング666半田,スマート沖スロ ダークハイビ,水曜日,2,6,-655.0,2332.5,0.0
キング666半田,スマート沖スロ ダークハイビ,火曜日,3,9,-566.7777777777778,2696.222222222222,0.2222222222222222
キング666半田,スマート沖スロ ダークハイビ,金曜日,3,9,-683.0,2044.888888888889,0.0
キング666半田,スロット ソードアート・オンライン,土曜日,49,49,160.3265306122449,3791.4897959183672,0.42857142857142855
キング666半田,スロット ソードアート・オンライン,日曜日,49,49,493.3061224489796,3234.5510204081634,0.46938775510204084
キング666半田,スロット ソードアート・オンライン,月曜日,47,47,-46.765957446808514,1667.8510638297873,0.2127659574468085
キング666半田,スロット ソードアート・オンライン,木曜日,48,48,-384.7083333333333,1058.5625,0.16666666666666666
キング666半田,スロット ソードアート・オンライン,水曜日,42,42,-159.66666666666666,1320.2857142857142,0.21428571428571427
キング666半田,スロット ソードアート・オンライン,火曜日,47,47,113.55319148936171,1549.3191489361702,0.2127659574468085
キング666半田,スロット ソードアート・オンライン,金曜日,49,49,-138.48979591836735,1584.0,0.20408163265306123
キング666半田,スロット ソードアート・オンラインII,土曜日,3,3,4154.333333333333,8407.666666666666,0.6666666666666666
キング666半田,スロット ソードアート・オンラインII,日曜日,3,3,-518.3333333333334,8614.666666666666,0.3333333333333333
キング666半田,スロット ソードアート・オンラインII,月曜日,3,3,-1385.6666666666667,7854.333333333333,0.3333333333333333
キング666半田,スロット ソードアート・オンラインII,木曜日,3,3,1476.3333333333333,8364.333333333334,0.6666666666666666
キング666半田,スロット ソードアート・オンラインII,火曜日,3,3,505.3333333333333,8650.666666666666,0.6666666666666666
キング666半田,スロット ソードアート・オンラインII,金曜日,3,3,-3846.3333333333335,9193.333333333334,0.0
キング666半田,スロット ゾンビランドサガ,土曜日,37,37,-33.13513513513514,1953.2972972972973,0.32432432432432434
キング666半田,スロット ゾンビランドサガ,日曜日,37,37,57.054054054054056,1785.8108108108108,0.2972972972972973
キング666半田,スロット ゾンビランドサガ,月曜日,35,35,39.2,757.4285714285714,0.22857142857142856
キング666半田,スロット ゾンビランドサガ,木曜日,36,36,-340.75,542.8333333333334,0.027777777777777776
キング666半田,スロット ゾンビランドサガ,水曜日,31,31,37.58064516129032,505.16129032258067,0.25806451612903225
キング666半田,スロット ゾンビランドサガ,火曜日,36,36,97.47222222222223,532.4166666666666,0.2222222222222222
キング666半田,スロット ゾンビランドサガ,金曜日,37,37,-70.91891891891892,250.32432432432432,0.08108108108108109
キング666半田,ドラゴンハナハナ〜閃光〜-30,土曜日,49,392,119.4795918367347,3952.6479591836733,0.36989795918367346
キング666半田,ドラゴンハナハナ〜閃光〜-30,日曜日,49,392,10.043367346938776,3669.6505102040815,0.3494897959183674
キング666半田,ドラゴンハナハナ〜閃光〜-30,月曜日,47,376,45.625,2608.595744680851,0.3351063829787234
キング666半田,ドラゴンハナハナ〜閃光〜-30,木曜日,48,384,-25.971354166666668,1923.8072916666667,0.28125
キング666半田,ドラゴンハナハナ〜閃光〜-30,水曜日,42,336,-65.37202380952381,1991.8779761904761,0.25595238095238093
キング666半田,ドラゴンハナハナ〜閃光〜-30,火曜日,47,376,46.52127659574468,2567.534574468085,0.3404255319148936
キング666半田,ドラゴンハナハナ〜閃光〜-30,金曜日,49,392,5.145408163265306,2160.9260204081634,0.3137755102040816
キング666半田,ネオアイムジャグラーEX,土曜日,42,312,-71.90064102564102,2514.230769230769,0.33653846153846156
キング666半田,ネオアイムジャグラーEX,日曜日,42,312,-119.16666666666667,2353.86858974359,0.30448717948717946
キング666半田,ネオアイムジャグラーEX,月曜日,40,296,-60.3277027027027,1397.7297297297298,0.30067567567567566
キング666半田,ネオアイムジャグラーEX,木曜日,42,312,-83.92948717948718,1241.1346153846155,0.2724358974358974
キング666半田,ネオアイムジャグラーEX,水曜日,35,260,-87.71153846153847,1248.4115384615384,0.25
キング666半田,ネオアイムジャグラーEX,火曜日,41,300,-48.763333333333335,1433.3,0.32666666666666666
キング666半田,ネオアイムジャグラーEX,金曜日,42,312,-50.21474358974359,1217.25,0.3076923076923077
キング666半田,ハナハナホウオウ~天翔~-30,土曜日,49,203,-113.99014778325123,2427.15763546798,0.2955665024630542
キング666半田,ハナハナホウオウ~天翔~-30,日曜日,49,203,-16.344827586206897,2683.669950738916,0.3448275862068966
キング666半田,ハナハナホウオウ~天翔~-30,月曜日,47,193,82.59067357512953,1690.1502590673574,0.32642487046632124
キング666半田,ハナハナホウオウ~天翔~-30,木曜日,48,198,-37.45454545454545,1028.989898989899,0.25757575757575757
キング666半田,ハナハナホウオウ~天翔~-30,水曜日,42,174,35.58045977011494,1372.0402298850574,0.28735632183908044
キング666半田,ハナハナホウオウ~天翔~-30,火曜日,47,197,-41.17258883248731,1446.5989847715737,0.26903553299492383
